Title/H1,What is the total of all spirits taken this quarter?,Beth yw cyfanswm yr holl wirodydd sydd wedi’u cymryd yn ystod y chwarter hwn?,"What does ""taken"" mean in this context, please? Is it the same as ""produced""?"
H2,Regarding feints,Ynglŷn â ffeintiau,
P,Feints are the ‘foreshots’ or ‘heads’ and ‘feints’ or ‘tails’ that are conveyed into a feints receiver. View the Spirits Production Manual for more information (opens in a new window),Ffeintiau yw’r ‘blaensiotiau’ (neu ‘pennau’) a’r ‘ffeintiau’ (neu ‘cynffonnau’) sy’n cael eu rhoi i mewn i dderbynnydd ffeintiau. Darllenwch y Llawlyfr Cynhyrchu Gwirodydd am ragor o wybodaeth (yn agor ffenestr newydd),"Just wanted to check whether ""Feints are the…feints"" is correct.

Also, please let us know what URL will be used in the English version, and we can provide the equivalent Welsh URL. Thank you!"
P,In telling us about the spirits you have produced:,Wrth roi gwybod i ni am y gwirodydd rydych wedi’u cynhyrchu:,
List item,include feints remaining at the end of the current period,dylech gynnwys ffeintiau sy’n weddill ar ddiwedd y cyfnod presennol,
List item,do not include feints remaining at the end of the previous period,peidiwch â chynnwys ffeintiau sy’n weddill ar ddiwedd y cyfnod blaenorol,
H2,Total volume of all spirits taken,Cyfanswm cyfaint yr holl wirodydd sydd wedi’u cymryd,
Hint text,"In litres of pure alcohol, up to 2 decimal places","Nodwch y litrau o alcohol pur, hyd at 2 le degol","Should this be ""to 4"" instead of ""up to 2"", since we are dealing with pure alcohol? Or should ""of pure alcohol"" be removed from this item?"
,Enter the total volume of spirits taken in litres of pure alcohol,"Nodwch gyfanswm cyfaint y gwirodydd sydd wedi’u cymryd, mewn litrau o alcohol pur",
Validation,Total volume of spirits must be a number,Mae’n rhaid i gyfanswm cyfaint y gwirodydd fod yn rhif,
Validation,Total volume of spirits must be less than 1 billion litres,Mae’n rhaid i gyfanswm cyfaint y gwirodydd fod yn llai nag 1 biliwn o litrau,
Validation,Total volume of spirits must be more than 0.00 litres,Mae’n rhaid i gyfanswm cyfaint y gwirodydd fod yn fwy na 0.00 o litrau,
Validation,Total volume of spirits must be a number up to 2 decimal places,Mae’n rhaid i gyfanswm cyfaint y gwirodydd fod yn rhif sy’n cynnwys hyd at 2 le degol,See D40
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Scotch Whisky and Irish Whiskey,,,
H1,How much Scotch Whisky and Irish Whiskey have you produced?,Faint o wisgi Albanaidd a wisgi Gwyddelig rydych chi wedi’i gynhyrchu?,
H2,Scotch Whisky,Wisgi Albanaidd,
Hint text,"In litres of pure alcohol, up to 2 decimal places. Enter 0 if none.","Nodwch y litrau o alcohol pur, hyd at 2 le degol. Nodwch 0 os nad yw hyn yn berthnasol.","Should this be ""to 4"" instead of ""up to 2"", since we are dealing with pure alcohol? Or should ""of pure alcohol"" be removed?"
H2,Irish Whiskey,Wisgi Gwyddelig,
Hint text,"In litres of pure alcohol, up to 2 decimal places. Enter 0 if none.","Nodwch y litrau o alcohol pur, hyd at 2 le degol. Nodwch 0 os nad yw hyn yn berthnasol.","Should this be ""to 4"" instead of ""up to 2"", since we are dealing with pure alcohol? Or should ""of pure alcohol"" be removed?"
Validation,Enter the volume of Scotch Whisky produced,Nodwch gyfaint y wisgi Albanaidd a gynhyrchwyd,
Validation,Scotch Whisky must be a number,Mae’n rhaid i’r ateb ar gyfer Wisgi Albanaidd fod yn rhif,
Validation,Scotch Whisky must be less than 1 billion litres,Mae’n rhaid i’r ateb ar gyfer Wisgi Albanaidd fod yn llai nag 1 biliwn o litrau,
Validation,Scotch Whisky must be zero or higher,Mae’n rhaid i’r ateb ar gyfer Wisgi Albanaidd fod yn sero neu’n uwch,
Validation,Scotch Whisky must be a number up to 2 decimal places,Mae’n rhaid i’r ateb ar gyfer Wisgi Albanaidd fod yn rhif sy’n cynnwys hyd at 2 le degol,See D67
Validation,Enter the volume of Irish Whiskey produced,Nodwch gyfaint y wisgi Gwyddelig a gynhyrchwyd,
Validation,Irish Whiskey must be less than 1 billion litres ,Mae’n rhaid i’r ateb ar gyfer Wisgi Gwyddelig fod yn llai nag 1 biliwn o litrau,
Validation,Irish Whiskey must be a number up to 2 decimal places,Mae’n rhaid i’r ateb ar gyfer Wisgi Gwyddelig fod yn rhif sy’n cynnwys hyd at 2 le degol,See D69
Validation,Irish Whiskey must be zero or higher,Mae’n rhaid i’r ateb ar gyfer Wisgi Gwyddelig fod yn sero neu’n uwch,
Validation,Irish Whiskey must be a number,Mae’n rhaid i’r ateb ar gyfer Wisgi Gwyddelig fod yn rhif,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Spirits produced,,,
H1,Which of these spirits have you produced?,Pa rai o’r gwirodydd hyn rydych chi wedi’u cynhyrchu?,
Hint text,Select all you have produced in the past 3 month,Dewiswch bopeth rydych chi wedi’i gynhyrchu yn ystod y 3 mis diwethaf,"We've translated ""months"" to match the screenshot, instead of ""month"""
Checkbox,Malt spirits,Gwirodydd brag,
Checkbox,Grain spirits,Gwirodydd grawn,
Checkbox,Neutral spirits of agricultural origin,Gwirodydd niwtral o darddiad amaethyddol,
Checkbox,Neutral spirits of industrial origin,Gwirodydd niwtral o darddiad diwydiannol,
Checkbox,Spirits produced from beer,Gwirodydd sydd wedi’u cynhyrchu o gwrw,
Checkbox,Spirits produced from wine or made-wine,Gwirodydd sydd wedi’u cynhyrchu o win neu win a wnaed,
Checkbox,Spirits produced from cider or perry,Gwirodydd sydd wedi’u cynhyrchu o seidr neu berai,
Checkbox,Other spirits,Gwirodydd eraill,
Validation,Select the spirits you have produced,Dewiswch y gwirodydd rydych chi wedi’u cynhyrchu,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Other spirits produced,,,
H1,Which other types of spirits have you produced?,Pa fathau eraill o wirodydd rydych chi wedi’u cynhyrchu?,
Hint,You have [150] characters remaining,Mae gennych [150] o gymeriadau yn weddill,
Validation,Enter the other types of spirits you have produced,Nodwch y mathau eraill o wirodydd rydych chi wedi’u cynhyrchu,
Validation,Other types of spirits you have produced must be 150 characters or less,Mae’n rhaid i’r mathau eraill o wirodydd rydych chi wedi’u cynhyrchu fod yn 150 o gymeriadau neu lai,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Check your answers,,,
H1,Check your answers,Gwirio’ch atebion,
Card heading,Spirits you've produced,Gwirodydd rydych chi wedi’u cynhyrchu,
Row heading,Total of all spirits,Cyfanswm yr holl wirodydd,
Suffix,litres of pure alcohol,o litrau o alcohol pur,
Row heading,Other spirits produced,Gwirodydd eraill a gynhyrchwyd,
Link,Change[ the total volume of spirits you made this quarter (Spirits you’ve produced)],Newid[ cyfanswm cyfaint y gwirodydd a wnaethoch yn ystod y chwarter hwn (Gwirodydd rydych chi wedi’u cynhyrchu)],
Link,Change[ scotch whisky (Spirits you’ve produced)],Newid[ wisgi Albanaidd (Gwirodydd rydych chi wedi’u cynhyrchu)],
Link,Change[ irish whiskey (Spirits you’ve produced)],Newid[ wisgi Gwyddelig (Gwirodydd rydych chi wedi’u cynhyrchu)],
Link,Change[ which of these spirits you have made (Spirits you’ve produced)],Newid[ pa rai o’r gwirodydd hyn rydych chi wedi’u gwneud (Gwirodydd rydych chi wedi’u cynhyrchu)],
Link,Change[ what other types of spirits have you produced this quarter (Spirits you’ve produced)],Newid[ pa fathau eraill o wirodydd rydych chi wedi’u cynhyrchu yn ystod y chwarter hwn (Gwirodydd rydych chi wedi’u cynhyrchu)],
