Checkbox,Beer between 1.3% and 3.4% ABV (tax type code 371),Cwrw rhwng 1.3% a 3.4% ABV (cod y math o dreth: 371),
Checkbox,Beer between 3.5% and 8.4% ABV (tax type code 376),Cwrw rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 376),
Validation,Select the [beer] you need to declare,Dewiswch y [cwrw] y mae angen i chi ei ddatgan,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
B2. Tell us about the beer you need to declare,,,
Title/H1,Tell us about the beer you need to declare,Rhoi gwybod i ni am y cwrw y mae angen i chi ei ddatgan,
P,Tell us about the beer you need to declare and the pure alcohol in that beer at the following Alcohol by Volume (ABV) strengths.,"Rhowch wybod i ni am y cwrw y mae angen i chi ei ddatgan a’r alcohol pur yn y cwrw hwnnw, ar draws y bandiau cryfder Alcohol yn ôl Cyfaint (ABV) canlynol.",
Warning,We will ask about beer eligible for Small Producer Relief on the next page.,Byddwn yn gofyn ynghylch cwrw sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach ar y dudalen nesaf.,
H2,How much beer (standard rate) do you need to declare?,Faint o gwrw (cyfradd safonol) y mae angen i chi ei ddatgan?,
H3,Beer between 1.3% and 3.4% ABV (tax type code 311),Cwrw rhwng 1.3% a 3.4% ABV (cod y math o dreth: 311),
Label,Total litres of beer[ between 1.3% and 3.4% ABV],Cyfanswm y litrau o gwrw[ rhwng 1.3% a 3.4% ABV],
Hint,To 2 decimal places,Dylid nodi 2 le degol,"The screenshot shows ""In litres, up to 2 decimal places."" - do you need a translation of that instead? For now, we've translated what's in B138. Also, we have translated instances of ""To X decimal places"" as being a mandatory number of places (i.e. not as an optional number of places up to X)."
Suffix,litres,o litrau,
Label,Litres of pure alcohol[ in beer between 1.3% and 3.4% ABV],Litrau o alcohol pur[ mewn cwrw rhwng 1.3% a 3.4% ABV],
Hint,To 4 decimal places,Dylid nodi 4 lle degol,
H3,Beer between 3.5% and 8.4% ABV (tax type code 321),Cwrw rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 321),
Label,Total litres of beer[ between 3.5% and 8.4% ABV],Cyfanswm y litrau o gwrw[ rhwng 3.5% ac 8.4% ABV],
Label,Litres of pure alcohol[ in beer between 3.5% and 8.4% ABV],Litrau o alcohol pur[ mewn cwrw rhwng 3.5% ac 8.4% ABV],
H3,Beer between 8.5% and 22% ABV (tax type code 331),Cwrw rhwng 8.5% a 22% ABV (cod y math o dreth: 331),
Label,Total litres of beer[ between 8.5% and 22% ABV],Cyfanswm y litrau o gwrw[ rhwng 8.5% a 22% ABV],
Label,Litres of pure alcohol[ in beer between 8.5% and 22% ABV],Litrau o alcohol pur[ mewn cwrw rhwng 8.5% a 22% ABV],
H3,Beer at or above 22.1% ABV (tax type code 341),Cwrw ar 22.1% ABV neu’n uwch (cod y math o dreth: 341),
Label,Total litres of beer[ at or above 22.1% ABV],Cyfanswm y litrau o gwrw[ ar 22.1% ABV neu’n uwch],
Label,Litres of pure alcohol[ in beer at or above 22.1% ABV],Litrau o alcohol pur[ mewn cwrw ar 22.1% ABV neu’n uwch],
H2,How much draught beer (reduced rate) do you need to declare?,Faint o gwrw o’r gasgen (cyfradd is) y mae angen i chi ei ddatgan?,
H3,Beer between 1.3% and 3.4% ABV (tax type 351),Cwrw rhwng 1.3% a 3.4% ABV (math o dreth: 351),"We just wondered whether you wanted us to translate ""tax type code"", in keeping with other rows? For now we've just translated ""tax type"" to match the English version in column B."
Label,Total litres of beer[ between 1.3% and 3.4%],Cyfanswm y litrau o gwrw[ rhwng 1.3% a 3.4%],
Label,Litres of pure alcohol[ in beer between 1.3% and 3.4% ABV],Litrau o alcohol pur[ mewn cwrw rhwng 1.3% a 3.4% ABV],
H3,Beer between 3.5% and 8.4% ABV (tax type 356),Cwrw rhwng 3.5% ac 8.4% ABV (math o dreth: 356),"We just wondered whether you wanted us to translate ""tax type code"", in keeping with other rows? For now we've just translated ""tax type"" to match the English version in column B."
Label,Total litres of beer[ between 3.5% and 8.4% ABV],Cyfanswm y litrau o gwrw[ rhwng 3.5% ac 8.4% ABV],
Label,Litres of pure alcohol[ in beer between 3.5% and 8.4% ABV],Litrau o alcohol pur[ mewn cwrw rhwng 3.5% ac 8.4% ABV],
Validation,Enter the total litres of [beer],Nodwch gyfanswm y litrau o [gwrw],"Please note that the translation for ""[beer]"" in some instances begins with a different letter compared to where it might appear elsewhere, e.g. row 103. (I'm not sure whether the square brackets indicate that something else might be substituted here, but if so we'll need to look at these case by case.)"
Validation,Litres of [beer] must be a number,Mae’n rhaid i’r litrau o [gwrw] fod yn rhif,
Validation,Litres of [beer] must be less than 1 billion ,Mae’n rhaid i’r litrau o [gwrw] fod yn llai nag 1 biliwn,
Validation,Litres of [beer] must be more than 0.00,Mae’n rhaid i’r litrau o [gwrw] fod yn fwy na 0.00,
Validation,Litres of [beer] must be a number to 2 decimal places,Mae’n rhaid i’r litrau o [gwrw] fod yn rhif sy’n cynnwys 2 le degol,
Validation,Enter the litres of pure alcohol in [beer],Nodwch y litrau o alcohol pur sydd yn y [cwrw],"Does this mean the litres of pure acohol in beer in general, or ""in the [specific] beer"" (that we're declaring on this page)? For now we've translated ""in the beer""."
Validation,Litres of pure alcohol must be a number,Mae’n rhaid i’r litrau o alcohol pur fod yn rhif,
Validation,Litres of pure alcohol must be less than 1 billion,Mae’n rhaid i’r litrau o alcohol pur fod yn llai nag 1 biliwn,
Validation,Litres of pure alcohol must be more than 0.0000,Mae’n rhaid i’r litrau o alcohol pur fod yn fwy na 0.0000,
Validation,Litres of pure alcohol must be a number to 4 decimal places	,Mae’n rhaid i’r litrau o alcohol pur fod yn rhif sy’n cynnwys 4 lle degol,
Validation,Litres of pure alcohol must be the same or less than the litres of [beer],Mae’n rhaid i’r litrau o alcohol pur fod yr un peth â’r litrau o [gwrw] neu’n llai na hynny,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
B3. If you have more than one Small Producer Relief duty rate,,,
Title/H1,If you have more than one Small Producer Relief duty rate,Os oes gennych fwy nag un gyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach,
List item,"You may need to declare beer with more than one Small Producer Relief duty rate for the same type of beer, for example:",Efallai y bydd angen i chi ddatgan cwrw sydd â mwy nag un gyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer yr un math o gwrw – er enghraifft os yw un o’r canlynol yn wir:,
List item,your Small Producer Relief duty rate has changed and you need to report production when a different rate applied,"mae’ch cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach wedi newid, ac mae angen i chi roi gwybod am waith cynhyrchu a wnaed pan oedd cyfradd wahanol yn berthnasol",
List item,"you bottle and pay duty on behalf of more than one small producer, each of whom have their own Small Producer Relief duty rate","rydych chi’n potelu ac yn talu tollau ar ran mwy nag un cynhyrchydd bach, ac mae gan bob un ohonynt ei gyfradd doll ei hun yn sgil Rhyddhad i Gynhyrchwyr Bach",
List item,you merged with another producer and are reporting pre-merger production using the producers' own pre-merger Small Producer Relief duty rates,"gwnaethoch uno â chynhyrchydd arall, ac rydych chi’n rhoi gwybod am waith cynhyrchu cyn uno – a hynny gan ddefnyddio’r cyfraddau toll yn sgil Rhyddhad i Gynhyrchwyr Bach a oedd gan y cynhyrchwyr eu hunain cyn uno",
P,"If you have more than one Small Producer Relief duty rate for the same type of beer you will need to input them individually. For each duty rate we need to know the the total amount produced, the litres of pure alcohol and the applicable duty rate.","Os oes gennych fwy nag un gyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer yr un math o gwrw, bydd angen i chi eu nodi ar wahân. Ar gyfer pob cyfradd doll, mae angen i ni wybod y cyfanswm a gynhyrchwyd, y litrau o alcohol pur a’r gyfradd doll sy’n berthnasol.","You might like to change ""the the"" to ""the"" in the English version."
H2,Do you have more than one Small Producer Relief duty rate for the same tax type code?,A oes gennych fwy nag un gyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer yr un cod ar gyfer math o dreth?,
Validation,Select yes if you have more than one Small Producer Relief duty rate to declare,Dewiswch ‘Iawn’ os oes gennych fwy nag un gyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach i’w datgan,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
B3a. Tell us about beer that is eligible for Small Producer Relief (one SPR rate),,,
Title/H1,Tell us about the beer that is eligible for Small Producer Relief,Rhoi gwybod i ni am y cwrw sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
P,"Tell us about the beer you need to declare that is eligible for Small Producer Relief, and the pure alcohol in that beer at the following Alcohol by Volume (ABV) strengths.","Rhowch wybod i ni am y cwrw y mae angen i chi ei ddatgan sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, ac am yr alcohol pur yn y cwrw hwnnw, ar draws y bandiau cryfder Alcohol yn ôl Cyfaint (ABV) canlynol.",
H2,How much non-draught beer that is eligible for Small Producer Relief do you need to declare?,"Faint o gwrw nad yw’n dod o’r gasgen, sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, y mae angen i chi ei ddatgan?",
Label,Your Small Producer Relief Duty rate for this beer,Eich cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer y cwrw hwn,
Hint,Include pounds and pence,Dylech gynnwys punnoedd a cheiniogau,
H2,How much draught beer that is eligible for Small Producer Relief do you need to declare?,"Faint o gwrw o’r gasgen, sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, y mae angen i chi ei ddatgan?",
Validation,Enter your Small Producer Relief duty rate,Nodwch eich cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach,
Validation,Your Small Producer Relief duty rate must be a number,Mae’n rhaid i’ch cyfradd doll yn Sgil Rhyddhad i Gynhyrchwyr Bach fod yn rhif,
Validation,Your Small Producer Relief duty rate must be less than £1 billion,Mae’n rhaid i’ch cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach fod yn llai nag £1 biliwn,
Validation,Your Small Producer Relief duty rate must be £0.00 or more,Mae’n rhaid i’ch cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach fod yn £0.00 neu fwy,
Validation,Your Small Producer Relief duty rate must be to 2 decimal places,Mae’n rhaid i’ch cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach gynnwys 2 le degol,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
B3b. Tell us about beer that is eligible for Small Producer Relief (more than one SPR rate),,,
Title/H1,Tell us about the beer you need to declare that is eligible for Small Producer Relief,Rhoi gwybod i ni am y cwrw y mae angen i chi ei ddatgan sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
P,For each beer you need to declare that is eligible for Small Producer Relief you need to tell us the total volume and the pure alcohol in that beer at the following Alcohol by Volume (ABV) strengths.,"Ar gyfer pob cwrw y mae angen i chi ei ddatgan sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, mae angen i chi roi gwybod i ni beth yw cyfanswm y cyfaint, a faint o alcohol pur sydd yn y cwrw hwnnw, ar draws y bandiau cryfder Alcohol yn ôl Cyfaint (ABV) canlynol.",
Warning,If you have more than one duty rate for beer in the same ABV range enter them one at a time.,"Os oes gennych fwy nag un gyfradd doll ar gyfer cwrw sydd yn yr un ystod ABV, nodwch nhw un ar y tro.",
H2,What type of beer do you need to declare?,Pa fath o gwrw y mae angen i chi ei ddatgan?,
Radio,Non-draught beer between 1.3% and 3.4% ABV (tax type code 361),Cwrw nad yw’n dod o’r gasgen rhwng 1.3% a 3.4% ABV (cod y math o dreth: 361),
Radio,Non-draught beer between 3.5% and 8.4% ABV (tax type code 366),Cwrw nad yw’n dod o’r gasgen rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 366),
Radio,Draught beer between 1.2% and 3.4% ABV (tax type code 371),Cwrw o’r gasgen rhwng 1.2% a 3.4% ABV (cod y math o dreth: 371),
Radio,Draught beer between 3.5% and 8.4.% ABV (tax type code 376),Cwrw o’r gasgen rhwng 3.5% ac 8.4.% ABV (cod y math o dreth: 376),
H2,How much of this beer do you need to declare?,Faint o’r cwrw hwn y mae angen i chi ei ddatgan?,
Label,Total litres of this beer,Cyfanswm y litrau o’r cwrw hwn,
Label,Litres of pure alcohol[ in this beer],Litrau o alcohol pur[ yn y cwrw hwn],
Label,Your Small Producer Relief Duty rate for this beer,Eich cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer y cwrw hwn,
Validation,Select the type of [beer],Dewiswch y math o [gwrw],
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
B3d. Beer with multiple rates Check your Answers,,,
Row heading,Description,Disgrifiad,
Row heading,Total beer,Cyfanswm y cwrw,"For the suffix ""litres"", please use ""o litrau"" - see cell C131 above."
Row heading,Total pure alcohol,Cyfanswm yr alcohol pur,"For the suffix ""LPA"", please use ""o litrau o alcohol pur""."
Row heading,Duty rate,Cyfradd doll,
Suffix,per litre,y litr,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
B3c. Beer with Small Producer Relief duty,,,
Title/H1,Beer with Small Producer Relief duty to declare,"Cwrw i’w ddatgan, sydd â tholl yn sgil Rhyddhad i Gynhyrchwyr Bach",
H2,Do you want to declare beer eligible for Small Producer Relief?,A ydych chi eisiau datgan cwrw sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach?,
Column heading,Description,Disgrifiad,
Column heading,Total volume (litres),Cyfanswm y cyfaint (litrau),
Column heading,Litres of pure alcohol (LPA),Litrau o alcohol pur (LPA),
Column heading,Duty rate (per litre),Cyfradd doll (fesul litr),
Column heading,Action,Camau,
H2,Do you want to add another?,A ydych chi eisiau ychwanegu un arall?,
Validation,Select yes if you have another Small Producer Relief duty rate to declare,Dewiswch ‘Iawn’ os oes gennych gyfradd doll arall yn sgil Rhyddhad i Gynhyrchwyr Bach i’w datgan,
Validation,Select yes if you have more than one Small Producer Relief duty rate to declare,Dewiswch ‘Iawn’ os oes gennych fwy nag un gyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach i’w datgan,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
B4. Check your answers,,,
Title/H1,Check your answers,Gwirio’ch atebion,
Card heading,[Alcohol-sentence] to declare,,"Because of the grammar of Welsh, we are unable to translate this in a way that will work for all alcohol types, I'm afraid. Please provide full versions of every possibility for this row, and we will provide a bespoke translation for each possibility."
Card action,Change,Newid,
,,,
Card heading,[Alcohol-sentence],[Alcohol-sentence],
Card content,Description,Disgrifiad,
Card content,Total volume,Cyfanswm y cyfaint,
Card content,Pure alcohol,Alcohol pur,
Card content,SPR duty rate,Cyfradd doll SPR,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
B5. Duty due,,,
Title/H1,You will owe £[0.00],Bydd arnoch £[0.00],
P,We worked this out by multiplying the volume of pure alcohol you entered by its duty rate.,Gwnaethom gyfrifo hyn drwy luosi cyfaint yr alcohol pur a nodoch â’i gyfradd doll.,
Table caption,Duty due,Toll sy’n ddyledus,
Column heading,Duty value,Gwerth y doll,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
R2. Remove this [alcohol-lower] entry? (v7),,,
H2,Remove this beer entry?,Tynnu’r cofnod cwrw hwn?,
Hint,This alcoholic product entry will be removed from your return.,Bydd y cofnod cynnyrch alcoholaidd hwn yn cael ei dynnu oddi wrth eich Datganiad.,
Validation,Select yes to remove this entry,Dewiswch ‘Iawn’ er mwyn tynnu’r cofnod hwn,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
C1. Declare cider,,,
Caption,Declare cider,Datgan seidr,
H2,Non-draught cider (standard rate),Seidr nad yw’n dod o’r gasgen (cyfradd safonol),
Checkbox,Cider between 1.3% and 3.4% ABV (tax type code 312),Seidr rhwng 1.3% a 3.4% ABV (cod y math o dreth: 312),
Checkbox,Cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (tax type code 322),Seidr rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (cod y math o dreth: 322),
Checkbox,Sparkling cider between 5.6% and 8.4% ABV (tax type code 324),Seidr pefriog rhwng 5.6% ac 8.4% ABV (cod y math o dreth: 324),
H2,Draught cider (reduced rate),Seidr o’r gasgen (cyfradd is),
Checkbox,Cider between 1.3% and 3.4% ABV (tax type code 352),Seidr rhwng 1.3% a 3.4% ABV (cod y math o dreth: 352),
Checkbox,Cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (tax type code 357),Seidr rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (cod y math o dreth: 357),
Checkbox,Sparkling cider between 5.6% and 8.4% ABV (tax type code 359),Seidr pefriog rhwng 5.6% ac 8.4% ABV (cod y math o dreth: 359),
H2,Non-draught cider eligible for Small Producer Relief,Seidr nad yw’n dod o’r gasgen sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
Checkbox,Cider between 1.3% and 3.4% ABV (tax type code 362),Seidr rhwng 1.3% a 3.4% ABV (cod y math o dreth: 362),
Checkbox,Cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (tax type code 367),Seidr rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (cod y math o dreth: 367),
Checkbox,Sparkling cider between 5.6% and 8.4% ABV (tax type code 369),Seidr pefriog rhwng 5.6% ac 8.4% ABV (cod y math o dreth: 369),
H2,Draught cider eligible for Small Producer Relief,Seidr o’r gasgen sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
Checkbox,Cider between 1.3% and 3.4% ABV (tax type code 372),Seidr rhwng 1.3% a 3.4% ABV (cod y math o dreth: 372),
Checkbox,Cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (tax type code 377),Seidr rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (cod y math o dreth: 377),
Checkbox,Sparkling cider between 5.6% and 8.4% ABV (tax type code 379),Seidr pefriog rhwng 5.6% ac 8.4% ABV (cod y math o dreth: 379),
Validation,Select the [cider] you need to declare,Dewiswch y [seidr] y mae angen i chi ei ddatgan,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
C2. Tell us about the cider you need to declare,,,
Title/H1,Tell us about the cider you need to declare,Rhoi gwybod i ni am y seidr y mae angen i chi ei ddatgan,
P,Tell us about the cider you need to declare and the pure alcohol in that cider at the following Alcohol by Volume (ABV) strengths.,"Rhowch wybod i ni am y seidr y mae angen i chi ei ddatgan a’r alcohol pur yn y seidr hwnnw, ar draws y bandiau cryfder Alcohol yn ôl Cyfaint (ABV) canlynol.",
Warning,We will ask about wine eligible for Small Producer Relief on the next page.,Byddwn yn gofyn ynghylch gwin sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach ar y dudalen nesaf.,
H2,How much non-draught cider (standard rate) do you need to declare?,Faint o seidr nad yw’n dod o’r gasgen (cyfradd safonol) y mae angen i chi ei ddatgan?,
H3,Cider between 1.3% and 3.4% ABV (tax type code 312),Seidr rhwng 1.3% a 3.4% ABV (cod y math o dreth: 312),
